run_id,seed,Tin,b,social_adaptation_rate,final_mean_cooperation,final_std_cooperation_between_communities,final_mean_payoff,final_std_payoff_between_communities
63,105,50,1.01,0.02,0.4224148134863702,0.06885353468947107,2.538759494261119,0.41931657996112676
64,106,50,1.01,0.02,0.46188344988344987,0.034127798263102686,2.8122024608724607,0.19159707908028667
65,107,50,1.01,0.02,0.3998726082611625,0.052411879690290535,2.407484118673576,0.3516923472346199
66,108,50,1.01,0.02,0.3950646813108162,0.08515713407982982,2.3350609129883266,0.5347342710780315
67,109,50,1.01,0.02,0.39955320042276565,0.12445063992831534,2.3969524490002754,0.7515040658354193
68,110,50,1.01,0.02,0.45785428910367487,0.0505820845806218,2.786007458346016,0.33155248978978535
69,111,50,1.01,0.02,0.33636832713353204,0.04273378824322137,2.0157008585422465,0.2961677000428268
70,112,50,1.01,0.02,0.34107535243142745,0.10641064908887846,2.079059759931768,0.6093405576228582
71,113,50,1.01,0.02,0.3924905228010667,0.1221352448556532,2.3827679307496488,0.7724794045592224
72,114,50,1.01,0.02,0.34486753644032003,0.13136874634772086,2.0651219555068545,0.7750427462628552
73,115,50,1.01,0.02,0.40474923066525326,0.0981533632230717,2.43655496238359,0.5927676267188172
74,116,50,1.01,0.02,0.4100853588305367,0.032285613538226426,2.4393993160248977,0.1691170082566016
75,117,50,1.01,0.02,0.4475235533195915,0.0766973459328867,2.7123339156156474,0.4673667956254636
76,118,50,1.01,0.02,0.445989682218651,0.12397636740635586,2.699251023396608,0.7563851029322894
77,119,50,1.01,0.02,0.3581087056495301,0.12252199100660738,2.1464956704239126,0.7409948316257359
78,120,50,1.01,0.02,0.414199363995199,0.11387181301984584,2.483447464880295,0.6768025968711319
79,121,50,1.01,0.02,0.3893725633386291,0.07812007310115499,2.3301657024252993,0.5056821640613818
0,42,50,1.01,0.03,0.39872085094435167,0.06524320381868737,2.360830525598023,0.4138094515152766
1,43,50,1.01,0.03,0.3528910333223282,0.055531111128182736,2.107358463035617,0.3354369977069683
2,44,50,1.01,0.03,0.4121603630639775,0.06468083877288469,2.479313492063492,0.3981513822400246
3,45,50,1.01,0.03,0.3742685157867192,0.09021923055551695,2.293653991229687,0.5400446664990343
4,46,50,1.01,0.03,0.35680645308398173,0.11921056696627602,2.1302569840863845,0.7150123733381952
5,47,50,1.01,0.03,0.3801492339617643,0.05743630708898417,2.320459354466518,0.3428578171765799
6,48,50,1.01,0.03,0.4073592132505176,0.14992618265410587,2.459745144927536,0.8933569444407219
7,49,50,1.01,0.03,0.3628173502651681,0.13420669921598571,2.200236791465966,0.7984490140166587
8,50,50,1.01,0.03,0.34723111530203016,0.05700308920203235,2.0993924470044396,0.34379090244631455
9,51,50,1.01,0.03,0.34774241801119327,0.0705973709963015,2.107447775371493,0.43602308358141717
10,52,50,1.01,0.03,0.3643854632930409,0.07682149034903238,2.1734655259774036,0.46178895114355056
11,53,50,1.01,0.03,0.39180332845449123,0.06020345396341702,2.384906443556444,0.35652341418613986
12,54,50,1.01,0.03,0.3205871993982434,0.09132021662266271,1.9028415889029002,0.5548643761335199
13,55,50,1.01,0.03,0.40763702372635435,0.14852671923931765,2.4490960678009386,0.9227021412420989
14,56,50,1.01,0.03,0.3138391632515075,0.0826274592205889,1.9336635501096993,0.5500312581748391
15,57,50,1.01,0.03,0.3981666852291513,0.08912388231770092,2.3824756550749138,0.5325679770830927
16,58,50,1.01,0.03,0.30643452798467996,0.05864828016864873,1.862779266086657,0.3299595868018842
17,59,50,1.01,0.03,0.38718197248265573,0.10715778725240846,2.3111512288000746,0.6248133237540461
18,60,50,1.01,0.03,0.34887454668387735,0.03970037985046685,2.0887333327479367,0.237873388908504
19,61,50,1.01,0.03,0.342373827668178,0.04316541665690316,2.0507377460742107,0.26335357805066356
20,62,50,1.01,0.03,0.3841510341510342,0.08110458232052903,2.3266250385417053,0.513032991468585
21,63,50,1.01,0.03,0.37191025369442965,0.07458961551227741,2.2490456428271397,0.45105721191035947
22,64,50,1.01,0.03,0.431427647459663,0.06474745776376674,2.616312746151092,0.3852929662747222
23,65,50,1.01,0.03,0.34089801759039506,0.051969679075866686,2.0931183372888453,0.3293871081206625
24,66,50,1.01,0.03,0.4449471135636033,0.08883994168728064,2.6836053737017123,0.5224189750576694
25,67,50,1.01,0.03,0.4279142443250688,0.10474619294351149,2.6052185940960277,0.6614872211586036
26,68,50,1.01,0.03,0.3207337097659678,0.04937578122437412,1.949402514254127,0.30363397127686714
27,69,50,1.01,0.03,0.3922923426198397,0.16997322781286192,2.388921356691401,1.0112209050303254
