Tin,b,social_adaptation_rate,mean_final_cooperation,std_final_cooperation,mean_final_payoff,std_final_payoff
50,1.1,0.04,0.3347849864642378,0.03350589515009461,2.1185451017814425,0.20858185449500644
50,1.1,0.05,0.32210382708780483,0.03679890146483368,2.040244822447768,0.22827139704366822
50,1.1,0.075,0.28534343952347124,0.03861505779713792,1.808171580486539,0.2400675651196265
50,1.1,0.1,0.2585537312855698,0.036643804877179324,1.6452892699810593,0.2256600982706332
50,1.1,0.125,0.2347829386467784,0.036265859356977626,1.4954897855653253,0.22685797927745036
50,1.1,0.15,0.21014858006691445,0.039886583479227834,1.3408812602188342,0.25148248265530115
50,1.1,0.175,0.1921708274934379,0.03391381260241568,1.2304711805034143,0.2133980834383274
50,1.1,0.2,0.16633661657329227,0.032685685309856216,1.0645908080918822,0.20771805024357512
50,1.1,0.25,0.14090824600151347,0.03188042922581799,0.9039029535768315,0.20184215284444687
50,1.15,0.02,0.34879827075776343,0.035996051005669355,2.2595991027562663,0.22200297790759105
50,1.15,0.03,0.3356394623722661,0.03772024976178629,2.175273951166745,0.2339390904825612
50,1.15,0.04,0.3288665471536558,0.03216493622569448,2.134476323047415,0.20034267674059655
50,1.15,0.05,0.30511299918920465,0.03824736551242648,1.988452535838028,0.24082634988538246
50,1.15,0.075,0.2788183179903384,0.03801370940258336,1.8170064968532373,0.23862557456222394
50,1.15,0.1,0.2495623464061772,0.035452036847264834,1.6376599207470846,0.22435671171880264
50,1.15,0.125,0.23223597862553608,0.03265135721505951,1.5239578671493985,0.20828454866586787
50,1.15,0.15,0.2030174152536238,0.03680816472663886,1.3353610737837764,0.23562740670501708
50,1.15,0.175,0.18556753477980142,0.033986582314829455,1.2242311020543986,0.2147325045515346
50,1.15,0.2,0.1630826569447419,0.034998772778025426,1.0779956664963102,0.22546660636083685
50,1.15,0.25,0.13766034486058348,0.03451405065659174,0.9118246008267381,0.2249719832917663
50,1.2,0.02,0.33296614957052084,0.03311027411418153,2.2195557134088233,0.20808288499293331
50,1.2,0.03,0.32490694291920774,0.040625067371276934,2.163223606427472,0.2566571916814993
50,1.2,0.04,0.3152349088606631,0.033615491407505825,2.1071706282295786,0.2132646707970042
50,1.2,0.05,0.29391035808655575,0.037198012689949156,1.9696229045636104,0.23497683719198392
50,1.2,0.075,0.26821413728945936,0.032349755403067934,1.802681651689463,0.2065342242661608
50,1.2,0.1,0.23667475473789504,0.035082059418483295,1.5987388160861715,0.22360868440849707
50,1.2,0.125,0.22176052584067413,0.03494888287738409,1.500748489088799,0.2256481396938891
